# Time, p, Ux, Uy, Uz, e
4.355259999999999904e-04 6.110766999999999730e-06 5.611394000000000014e-07 7.961140000000000013e-04 1.756531999999999939e-04 1.632962999999999903e-05
4.363349999999999889e-04 6.112568999999999921e-06 5.613805000000000286e-07 7.968571000000000248e-04 1.760436000000000097e-04 1.634542999999999980e-05
4.371439999999999874e-04 6.113013000000000318e-06 5.615439000000000498e-07 7.965003000000000014e-04 1.764844000000000005e-04 1.636037000000000138e-05
4.379529999999999860e-04 6.116846999999999848e-06 5.619015000000000106e-07 7.939184999999999645e-04 1.769569000000000133e-04 1.638629999999999929e-05
4.387630000000000002e-04 6.128248999999999913e-06 5.629530000000000250e-07 7.913010000000000052e-04 1.776251000000000013e-04 1.643583000000000151e-05
4.395730000000000145e-04 6.129359999999999876e-06 5.630859000000000513e-07 7.853048999999999967e-04 1.779233999999999980e-04 1.645990000000000143e-05
4.403820000000000130e-04 6.133167999999999958e-06 5.634996000000000148e-07 7.794785999999999946e-04 1.782625000000000030e-04 1.649927000000000102e-05
4.411940000000000046e-04 6.147034000000000276e-06 5.646525999999999723e-07 7.736966999999999543e-04 1.788313000000000034e-04 1.656685999999999947e-05
4.420059999999999961e-04 6.160778999999999583e-06 5.659692999999999803e-07 7.684398999999999744e-04 1.794169000000000135e-04 1.663803999999999834e-05
4.428190000000000034e-04 6.161301000000000016e-06 5.660405999999999580e-07 7.613875999999999674e-04 1.796668999999999925e-04 1.667379999999999950e-05
4.436299999999999792e-04 6.157859999999999688e-06 5.658253999999999680e-07 7.554763000000000363e-04 1.798753999999999956e-04 1.670226999999999891e-05
4.444420000000000250e-04 6.155254000000000174e-06 5.657504999999999546e-07 7.498414000000000338e-04 1.801426999999999922e-04 1.673059000000000137e-05
4.452540000000000165e-04 6.156584000000000041e-06 5.662076999999999542e-07 7.461934999999999835e-04 1.806494000000000123e-04 1.677615000000000031e-05
4.460639999999999766e-04 6.150654000000000252e-06 5.656401000000000200e-07 7.419848999999999846e-04 1.808633999999999936e-04 1.679752999999999840e-05
4.468739999999999908e-04 6.150445000000000200e-06 5.656741000000000056e-07 7.400857999999999742e-04 1.813464000000000092e-04 1.683057999999999972e-05
4.476840000000000051e-04 6.154639999999999742e-06 5.662949000000000107e-07 7.395935000000000399e-04 1.820806000000000063e-04 1.687384000000000038e-05
4.484949999999999809e-04 6.161016999999999800e-06 5.671478000000000064e-07 7.417361000000000353e-04 1.829963999999999950e-04 1.692447000000000162e-05
4.493070000000000267e-04 6.164384999999999595e-06 5.674325000000000090e-07 7.437852999999999479e-04 1.838269000000000068e-04 1.696776000000000100e-05
4.501190000000000182e-04 6.173013999999999983e-06 5.681378000000000173e-07 7.474444999999999483e-04 1.848510999999999893e-04 1.702778999999999914e-05
4.509320000000000255e-04 6.187712000000000397e-06 5.694463000000000319e-07 7.517630000000000189e-04 1.860606000000000055e-04 1.710318000000000114e-05
4.517480000000000258e-04 6.206778999999999651e-06 5.711920999999999628e-07 7.577686000000000144e-04 1.874571000000000115e-04 1.719308999999999906e-05
4.525640000000000262e-04 6.211693000000000193e-06 5.716924999999999690e-07 7.622033000000000280e-04 1.884667000000000026e-04 1.724276000000000091e-05
4.533809999999999880e-04 6.222794000000000208e-06 5.728560000000000045e-07 7.682150999999999693e-04 1.897106999999999927e-04 1.731553999999999990e-05
4.542009999999999971e-04 6.243449000000000097e-06 5.745396999999999788e-07 7.742101000000000365e-04 1.910788999999999977e-04 1.741011999999999925e-05
4.550220000000000219e-04 6.261654999999999936e-06 5.762013000000000418e-07 7.806612000000000533e-04 1.923550999999999907e-04 1.749975999999999862e-05
4.558459999999999856e-04 6.277652999999999813e-06 5.775879000000000312e-07 7.860690999999999512e-04 1.934228999999999875e-04 1.757839000000000027e-05
4.566700000000000034e-04 6.292361000000000079e-06 5.788564000000000005e-07 7.911977000000000159e-04 1.944492999999999883e-04 1.765719000000000026e-05
4.574970000000000143e-04 6.310170999999999998e-06 5.801858000000000203e-07 7.950271999999999764e-04 1.953757999999999938e-04 1.773721000000000089e-05
4.583249999999999868e-04 6.330364999999999656e-06 5.819372000000000422e-07 7.999220000000000028e-04 1.963983999999999999e-04 1.782130000000000164e-05
4.591549999999999907e-04 6.345286000000000085e-06 5.834414000000000379e-07 8.030548999999999674e-04 1.973117000000000035e-04 1.788682000000000097e-05
4.599860000000000103e-04 6.354124999999999917e-06 5.844607999999999709e-07 8.051652000000000071e-04 1.980314999999999962e-04 1.794091000000000032e-05
4.608190000000000073e-04 6.368632999999999745e-06 5.861461000000000317e-07 8.078703999999999486e-04 1.987388000000000089e-04 1.801177000000000051e-05
4.616539999999999815e-04 6.378780000000000107e-06 5.875776999999999927e-07 8.107789999999999702e-04 1.992530999999999914e-04 1.807728999999999985e-05
4.624890000000000099e-04 6.383894999999999633e-06 5.884516999999999779e-07 8.115759000000000167e-04 1.994979999999999930e-04 1.813229999999999917e-05
4.633269999999999771e-04 6.401729999999999607e-06 5.902945000000000452e-07 8.144016999999999923e-04 2.000783999999999918e-04 1.822698999999999945e-05
4.641660000000000143e-04 6.413974999999999860e-06 5.915651000000000089e-07 8.164151999999999824e-04 2.005378000000000098e-04 1.831302000000000038e-05
4.650049999999999973e-04 6.419339999999999935e-06 5.921001999999999990e-07 8.188848000000000307e-04 2.008506999999999979e-04 1.837908000000000022e-05
4.658449999999999961e-04 6.418760000000000019e-06 5.922953000000000269e-07 8.201982000000000239e-04 2.011342999999999963e-04 1.843300000000000122e-05
4.666849999999999948e-04 6.429760999999999814e-06 5.935477000000000389e-07 8.240498999999999654e-04 2.019842000000000100e-04 1.852188000000000163e-05
4.675270000000000250e-04 6.436841999999999823e-06 5.944402000000000053e-07 8.269364000000000402e-04 2.029405000000000130e-04 1.860238999999999927e-05
4.683690000000000010e-04 6.440638999999999814e-06 5.946909999999999615e-07 8.308697999999999778e-04 2.039788000000000061e-04 1.867488999999999900e-05
4.692100000000000155e-04 6.436083000000000259e-06 5.942990999999999856e-07 8.342593999999999834e-04 2.049254999999999881e-04 1.872524000000000099e-05
4.700489999999999985e-04 6.427110999999999932e-06 5.935984999999999800e-07 8.383559000000000280e-04 2.059445999999999933e-04 1.876524000000000060e-05
4.708879999999999815e-04 6.418351000000000375e-06 5.930508000000000234e-07 8.426370000000000301e-04 2.070269000000000015e-04 1.880903999999999839e-05
4.717260000000000029e-04 6.414767999999999939e-06 5.928680000000000384e-07 8.487994000000000441e-04 2.082196000000000079e-04 1.887064999999999863e-05
4.725630000000000087e-04 6.404538000000000039e-06 5.918879999999999860e-07 8.535307999999999697e-04 2.090275000000000108e-04 1.891388000000000059e-05
4.733979999999999829e-04 6.401474000000000164e-06 5.911234999999999529e-07 8.600503000000000011e-04 2.098865000000000106e-04 1.897758000000000135e-05
4.742319999999999956e-04 6.399135000000000185e-06 5.902416000000000037e-07 8.657442999999999909e-04 2.105696000000000108e-04 1.903788000000000144e-05
4.750649999999999925e-04 6.396202999999999719e-06 5.896403000000000075e-07 8.735141999999999993e-04 2.112171999999999943e-04 1.909126999999999924e-05
4.758969999999999737e-04 6.399122999999999854e-06 5.898399999999999930e-07 8.818475000000000098e-04 2.119796000000000126e-04 1.915856000000000042e-05
4.767290000000000091e-04 6.397305000000000069e-06 5.897124999999999676e-07 8.904421000000000037e-04 2.125336999999999875e-04 1.920623000000000127e-05
4.775609999999999903e-04 6.395922999999999614e-06 5.895758999999999662e-07 8.987049999999999683e-04 2.128716999999999968e-04 1.925742999999999834e-05
4.783939999999999872e-04 6.410832999999999950e-06 5.907256999999999624e-07 9.092409000000000515e-04 2.135733999999999972e-04 1.934872999999999864e-05
4.792269999999999842e-04 6.414097999999999656e-06 5.910192999999999565e-07 9.158980999999999850e-04 2.136859999999999866e-04 1.940954000000000052e-05
4.800609999999999968e-04 6.421213000000000180e-06 5.916963000000000095e-07 9.210072000000000137e-04 2.136957999999999946e-04 1.947837999999999832e-05
4.808969999999999868e-04 6.439731000000000161e-06 5.933994999999999926e-07 9.245778999999999760e-04 2.137863999999999899e-04 1.958652000000000098e-05
4.817350000000000083e-04 6.457252999999999753e-06 5.948256000000000135e-07 9.256184000000000417e-04 2.135879000000000087e-04 1.969146000000000001e-05
4.825739999999999912e-04 6.472748999999999749e-06 5.961794000000000293e-07 9.232736999999999758e-04 2.131481999999999865e-04 1.978892000000000094e-05
4.834160000000000215e-04 6.495594000000000374e-06 5.985543000000000038e-07 9.205850000000000231e-04 2.130527000000000007e-04 1.991166999999999904e-05
4.842620000000000063e-04 6.520428999999999604e-06 6.013745999999999486e-07 9.162858000000000287e-04 2.131008000000000045e-04 2.004576000000000101e-05
4.851109999999999841e-04 6.542129999999999991e-06 6.041215000000000273e-07 9.120677999999999685e-04 2.132116000000000035e-04 2.016787999999999909e-05
4.859609999999999776e-04 6.555029000000000086e-06 6.061085000000000305e-07 9.050688000000000309e-04 2.131128000000000037e-04 2.027363000000000057e-05
4.868149999999999799e-04 6.576491000000000017e-06 6.086304000000000393e-07 8.998905999999999659e-04 2.133907000000000100e-04 2.040107999999999882e-05
4.876729999999999910e-04 6.604320000000000153e-06 6.118106000000000297e-07 8.947901999999999766e-04 2.139706000000000008e-04 2.055151999999999936e-05
4.885329999999999794e-04 6.626355000000000019e-06 6.143473000000000447e-07 8.906507000000000139e-04 2.144639000000000051e-04 2.067845999999999920e-05
4.893960000000000150e-04 6.646285000000000013e-06 6.165462000000000314e-07 8.863289000000000107e-04 2.150228999999999975e-04 2.079870999999999860e-05
4.902599999999999580e-04 6.656744999999999909e-06 6.177911000000000480e-07 8.827452999999999862e-04 2.154811999999999928e-04 2.088701999999999979e-05
4.911260000000000408e-04 6.673655999999999789e-06 6.194875999999999733e-07 8.795809000000000136e-04 2.162862000000000096e-04 2.099213000000000055e-05
4.919949999999999541e-04 6.708001999999999612e-06 6.227236999999999820e-07 8.798058000000000527e-04 2.179390000000000016e-04 2.114632999999999986e-05
4.928670000000000230e-04 6.724867999999999731e-06 6.244021000000000005e-07 8.786611000000000161e-04 2.192829999999999942e-04 2.124215999999999857e-05
4.937389999999999834e-04 6.731193000000000048e-06 6.251217000000000012e-07 8.787352000000000227e-04 2.204938999999999998e-04 2.130129000000000150e-05
4.946119999999999597e-04 6.745190000000000381e-06 6.263547000000000494e-07 8.801724999999999827e-04 2.221240000000000031e-04 2.138561000000000140e-05
4.954879999999999831e-04 6.771532000000000340e-06 6.287681000000000278e-07 8.857992000000000079e-04 2.243269999999999954e-04 2.151100000000000123e-05
4.963670000000000538e-04 6.795662000000000226e-06 6.310044000000000516e-07 8.911643999999999816e-04 2.265143000000000007e-04 2.163160000000000140e-05
4.972480000000000476e-04 6.813366000000000184e-06 6.326039999999999914e-07 8.975631000000000191e-04 2.285900000000000052e-04 2.172987999999999870e-05
4.981290000000000414e-04 6.825551999999999867e-06 6.335591999999999733e-07 9.036792999999999996e-04 2.304647999999999961e-04 2.181768000000000149e-05
4.990110000000000509e-04 6.839893999999999771e-06 6.346613999999999897e-07 9.119230999999999561e-04 2.323544999999999994e-04 2.190932999999999916e-05
4.998929999999999520e-04 6.838333999999999908e-06 6.346472000000000424e-07 9.179897999999999704e-04 2.336694999999999961e-04 2.195161999999999973e-05
5.007740000000000542e-04 6.836910999999999804e-06 6.347934000000000335e-07 9.260868999999999915e-04 2.350548000000000047e-04 2.199568999999999946e-05
5.016550000000000479e-04 6.835645000000000009e-06 6.351659999999999848e-07 9.351414999999999641e-04 2.363866000000000112e-04 2.205469000000000009e-05
5.025360000000000417e-04 6.830034000000000344e-06 6.348997000000000243e-07 9.456927999999999862e-04 2.373642999999999934e-04 2.209981999999999943e-05
5.034160000000000197e-04 6.819261000000000066e-06 6.343202000000000157e-07 9.569039999999999577e-04 2.378093999999999868e-04 2.213520999999999843e-05
5.042929999999999505e-04 6.798440000000000253e-06 6.330270999999999603e-07 9.678037999999999919e-04 2.378178000000000052e-04 2.214683999999999886e-05
5.051689999999999740e-04 6.786943999999999711e-06 6.324497000000000520e-07 9.794596000000000031e-04 2.377434000000000047e-04 2.218869999999999984e-05
5.060439999999999817e-04 6.786321999999999906e-06 6.326698999999999682e-07 9.943804999999999571e-04 2.378163000000000087e-04 2.226738999999999891e-05
5.069189999999999894e-04 6.785288999999999978e-06 6.326762999999999966e-07 1.006537000000000057e-03 2.376558000000000023e-04 2.234379000000000042e-05
5.077939999999999971e-04 6.788060000000000023e-06 6.328365999999999957e-07 1.017586000000000011e-03 2.375857000000000045e-04 2.243443999999999929e-05
5.086690000000000048e-04 6.797283000000000291e-06 6.334676000000000495e-07 1.026091999999999933e-03 2.376016000000000055e-04 2.253918000000000127e-05
5.095440000000000125e-04 6.794728000000000279e-06 6.329543999999999864e-07 1.030742000000000073e-03 2.372217999999999994e-04 2.260809000000000058e-05
5.104190000000000203e-04 6.805113000000000011e-06 6.334878999999999957e-07 1.032497000000000059e-03 2.372061000000000124e-04 2.271772999999999975e-05
5.112959999999999510e-04 6.821689000000000172e-06 6.347674999999999961e-07 1.033814000000000087e-03 2.374522999999999966e-04 2.284757999999999987e-05
5.121760000000000375e-04 6.849604999999999957e-06 6.371165000000000392e-07 1.033253000000000036e-03 2.379576000000000000e-04 2.301223999999999907e-05
5.130580000000000470e-04 6.869233999999999901e-06 6.389261999999999975e-07 1.029898999999999919e-03 2.382353999999999993e-04 2.315515999999999872e-05
5.139409999999999638e-04 6.867374000000000227e-06 6.391347000000000354e-07 1.021533999999999940e-03 2.377597000000000065e-04 2.322092000000000128e-05
5.148229999999999734e-04 6.860632000000000046e-06 6.392487000000000059e-07 1.012398000000000074e-03 2.372507999999999952e-04 2.327365000000000035e-05
5.157039999999999671e-04 6.849857000000000137e-06 6.390518000000000129e-07 1.000072000000000070e-03 2.365595999999999975e-04 2.331940999999999973e-05
5.165859999999999766e-04 6.855653000000000038e-06 6.402005999999999815e-07 9.904397000000000981e-04 2.362816000000000113e-04 2.341416000000000081e-05
5.174700000000000176e-04 6.872548999999999715e-06 6.422370000000000353e-07 9.792047000000000338e-04 2.364141000000000105e-04 2.354159000000000104e-05
5.183559999999999817e-04 6.892410000000000134e-06 6.443458000000000337e-07 9.678910000000000204e-04 2.367729000000000112e-04 2.367077999999999904e-05
5.192460000000000088e-04 6.916785999999999611e-06 6.468658000000000324e-07 9.567450999999999820e-04 2.373356999999999984e-04 2.380967999999999868e-05
5.201379999999999589e-04 6.944507000000000154e-06 6.495907999999999725e-07 9.457870000000000166e-04 2.380167999999999943e-04 2.394919000000000033e-05
5.210329999999999562e-04 6.962016000000000023e-06 6.518345000000000523e-07 9.333511000000000498e-04 2.384642999999999930e-04 2.404849999999999853e-05
5.219310000000000008e-04 6.980012999999999810e-06 6.541700000000000404e-07 9.212838000000000103e-04 2.390819999999999989e-04 2.414938999999999885e-05
5.228309999999999685e-04 6.999111999999999947e-06 6.563877000000000378e-07 9.089225000000000039e-04 2.397599999999999948e-04 2.425457000000000112e-05
5.237329999999999677e-04 7.024118999999999689e-06 6.588486999999999961e-07 8.986409000000000107e-04 2.407405000000000103e-04 2.438417000000000069e-05
5.246390000000000298e-04 7.054343999999999895e-06 6.616535000000000425e-07 8.901525000000000193e-04 2.419370000000000114e-04 2.452972999999999867e-05
5.255459999999999993e-04 7.071739999999999821e-06 6.634856000000000473e-07 8.840133000000000019e-04 2.430809999999999991e-04 2.462397000000000134e-05
5.264550000000000002e-04 7.089874999999999606e-06 6.653860999999999921e-07 8.801495000000000542e-04 2.444735999999999763e-04 2.472631000000000145e-05
5.273660000000000327e-04 7.101117000000000336e-06 6.669230999999999615e-07 8.787887999999999776e-04 2.459413000000000029e-04 2.480400999999999903e-05
5.282789999999999882e-04 7.111754999999999641e-06 6.687882000000000303e-07 8.798503999999999744e-04 2.475616000000000253e-04 2.488251999999999906e-05
5.291939999999999752e-04 7.122987999999999911e-06 6.706985999999999942e-07 8.840538999999999689e-04 2.493191999999999761e-04 2.497031000000000115e-05
5.301079999999999464e-04 7.117297999999999970e-06 6.706489999999999591e-07 8.883838999999999495e-04 2.502733999999999948e-04 2.500001999999999921e-05
5.310230000000000419e-04 7.124275999999999889e-06 6.716511000000000287e-07 8.972020000000000472e-04 2.516051999999999742e-04 2.507378999999999969e-05
5.319399999999999519e-04 7.144576999999999748e-06 6.739209000000000243e-07 9.085774999999999928e-04 2.531333999999999776e-04 2.520260000000000160e-05
5.328579999999999862e-04 7.153755999999999647e-06 6.751196999999999967e-07 9.205793000000000309e-04 2.540741000000000006e-04 2.529622000000000156e-05
5.337770000000000362e-04 7.161841999999999658e-06 6.761985000000000447e-07 9.325775000000000340e-04 2.546655000000000099e-04 2.539413000000000008e-05
5.346969999999999935e-04 7.173975999999999599e-06 6.772157999999999832e-07 9.448342000000000416e-04 2.550426000000000169e-04 2.551150999999999861e-05
5.356169999999999508e-04 7.183097000000000016e-06 6.779311999999999951e-07 9.558426000000000292e-04 2.549275999999999951e-04 2.562404000000000005e-05
5.365370000000000165e-04 7.179351999999999766e-06 6.773527000000000141e-07 9.640927999999999998e-04 2.542549999999999975e-04 2.568527000000000082e-05
5.374550000000000508e-04 7.173771999999999898e-06 6.770401000000000249e-07 9.702880000000000315e-04 2.534061999999999795e-04 2.574520999999999944e-05
5.383739999999999923e-04 7.170242999999999681e-06 6.773063000000000462e-07 9.767911999999999255e-04 2.525634000000000017e-04 2.581445000000000151e-05
5.392910000000000108e-04 7.160655000000000138e-06 6.771025999999999502e-07 9.793971999999999747e-04 2.514635000000000091e-04 2.586624999999999989e-05
5.402080000000000293e-04 7.153517000000000038e-06 6.768819999999999594e-07 9.815579999999999965e-04 2.503849999999999956e-04 2.592739999999999845e-05
5.411220000000000006e-04 7.136954999999999840e-06 6.755568000000000344e-07 9.802560999999999133e-04 2.488906000000000256e-04 2.596570999999999843e-05
5.420349999999999561e-04 7.133574000000000321e-06 6.751200000000000261e-07 9.800812999999999366e-04 2.479412999999999973e-04 2.604802000000000002e-05
5.429490000000000358e-04 7.147226000000000237e-06 6.761396999999999886e-07 9.801180000000000916e-04 2.476223000000000161e-04 2.618675000000000131e-05
5.438650000000000385e-04 7.160684999999999696e-06 6.771093000000000081e-07 9.818503999999999600e-04 2.473940000000000102e-04 2.631917999999999896e-05
5.447810000000000413e-04 7.166432999999999967e-06 6.775187000000000435e-07 9.810860999999999714e-04 2.470304999999999788e-04 2.641840999999999835e-05
5.456950000000000125e-04 7.160685999999999935e-06 6.771302999999999525e-07 9.787065999999999648e-04 2.463618000000000101e-04 2.647119000000000091e-05
5.466099999999999995e-04 7.161424000000000401e-06 6.773197999999999953e-07 9.761871999999999563e-04 2.458706999999999972e-04 2.654369000000000064e-05
5.475280000000000338e-04 7.189751000000000308e-06 6.798772999999999704e-07 9.780723000000000715e-04 2.463152000000000028e-04 2.671598000000000167e-05
5.484490000000000068e-04 7.220057000000000421e-06 6.823733999999999870e-07 9.787131000000000129e-04 2.467006000000000212e-04 2.688549000000000133e-05
5.493730000000000271e-04 7.250213000000000205e-06 6.848046999999999937e-07 9.809516999999998935e-04 2.470643999999999922e-04 2.705046999999999920e-05
5.502999999999999862e-04 7.278793999999999923e-06 6.874079999999999837e-07 9.822954999999999534e-04 2.473972999999999971e-04 2.720588999999999915e-05
5.512289999999999768e-04 7.299210999999999596e-06 6.892820000000000440e-07 9.830390000000000048e-04 2.475991000000000194e-04 2.732957999999999864e-05
5.521610000000000146e-04 7.327248999999999783e-06 6.917957999999999987e-07 9.845815999999999856e-04 2.480579000000000226e-04 2.747908000000000119e-05
5.530949999999999755e-04 7.344351999999999880e-06 6.932599000000000098e-07 9.853488999999999130e-04 2.482661000000000047e-04 2.758573000000000126e-05
5.540309999999999679e-04 7.361283000000000312e-06 6.949163999999999955e-07 9.843984999999999975e-04 2.485284000000000039e-04 2.768182000000000121e-05
5.549679999999999761e-04 7.377580999999999999e-06 6.969028000000000456e-07 9.841963000000000013e-04 2.488909999999999994e-04 2.777776000000000084e-05
5.559080000000000315e-04 7.394179999999999736e-06 6.989343000000000066e-07 9.817545000000000004e-04 2.492983000000000048e-04 2.787147000000000032e-05
5.568500000000000099e-04 7.411153000000000056e-06 7.010032000000000047e-07 9.781568000000000467e-04 2.497636999999999817e-04 2.796742000000000065e-05
5.577940000000000198e-04 7.425932000000000377e-06 7.027478000000000295e-07 9.730881000000000253e-04 2.501315000000000157e-04 2.804638000000000167e-05
5.587380000000000298e-04 7.436445999999999646e-06 7.039495000000000395e-07 9.670421000000000225e-04 2.504531999999999961e-04 2.810243999999999991e-05
5.596829999999999470e-04 7.436548000000000344e-06 7.038819999999999762e-07 9.552805999999999624e-04 2.504935000000000234e-04 2.811051999999999933e-05
5.606260000000000496e-04 7.442890999999999887e-06 7.040255999999999591e-07 9.442365999999999780e-04 2.507742999999999886e-04 2.813259000000000164e-05
5.615719999999999826e-04 7.464791999999999866e-06 7.056227999999999808e-07 9.329056000000000284e-04 2.517563000000000006e-04 2.820901000000000116e-05
5.625190000000000398e-04 7.485521999999999920e-06 7.072790000000000430e-07 9.211393999999999919e-04 2.528310000000000193e-04 2.828249000000000168e-05
5.634680000000000201e-04 7.500913000000000193e-06 7.086607000000000453e-07 9.078584000000000220e-04 2.539104000000000144e-04 2.833712000000000153e-05
5.644180000000000160e-04 7.514644999999999776e-06 7.103200999999999629e-07 8.962263999999999951e-04 2.550534000000000134e-04 2.838676999999999859e-05
5.653669999999999963e-04 7.508733000000000060e-06 7.102341999999999634e-07 8.810928000000000423e-04 2.555273000000000158e-04 2.837846000000000002e-05
5.663159999999999765e-04 7.512046000000000244e-06 7.105538999999999792e-07 8.693853999999999992e-04 2.561627000000000131e-04 2.840686000000000131e-05
5.672649999999999568e-04 7.515577000000000092e-06 7.108411000000000508e-07 8.574744999999999503e-04 2.567709999999999849e-04 2.844531000000000091e-05
5.682140000000000454e-04 7.519983000000000165e-06 7.108823000000000022e-07 8.474090999999999568e-04 2.572804999999999840e-04 2.849631000000000093e-05
5.691620000000000099e-04 7.527396000000000021e-06 7.110107000000000101e-07 8.376148999999999617e-04 2.577572000000000196e-04 2.856412999999999853e-05
5.701099999999999744e-04 7.533476000000000139e-06 7.110253000000000320e-07 8.307666000000000226e-04 2.580804000000000236e-04 2.862026000000000167e-05
5.710580000000000473e-04 7.535462000000000326e-06 7.109528000000000424e-07 8.239293000000000398e-04 2.581649999999999787e-04 2.866434999999999941e-05
5.720039999999999803e-04 7.527692999999999960e-06 7.100616000000000271e-07 8.193677000000000122e-04 2.577108000000000263e-04 2.866567000000000027e-05
5.729479999999999903e-04 7.520005999999999741e-06 7.093908999999999575e-07 8.149563000000000293e-04 2.571637999999999789e-04 2.866961000000000146e-05
5.738899999999999687e-04 7.502509000000000203e-06 7.074034999999999856e-07 8.105258999999999641e-04 2.561360999999999955e-04 2.862978000000000018e-05
5.748310000000000398e-04 7.507498000000000063e-06 7.070715999999999719e-07 8.081714000000000259e-04 2.556411000000000078e-04 2.867374999999999969e-05
5.757720000000000025e-04 7.513466999999999870e-06 7.069842000000000369e-07 8.073190999999999527e-04 2.551523000000000202e-04 2.871415000000000019e-05
5.767119999999999495e-04 7.512460999999999629e-06 7.065563000000000202e-07 8.046318000000000437e-04 2.544698999999999876e-04 2.872981999999999863e-05
5.776509999999999891e-04 7.514279000000000261e-06 7.062427000000000034e-07 8.033155999999999630e-04 2.539142000000000092e-04 2.875092000000000085e-05
5.785879999999999973e-04 7.506360000000000414e-06 7.049545999999999801e-07 7.988195999999999708e-04 2.530529999999999911e-04 2.873737999999999895e-05
5.795239999999999897e-04 7.500085000000000207e-06 7.041332000000000069e-07 7.957589000000000155e-04 2.524307000000000157e-04 2.873073000000000131e-05
5.804589999999999663e-04 7.499912999999999694e-06 7.039619999999999611e-07 7.914416999999999546e-04 2.520746999999999940e-04 2.874868000000000001e-05
5.813940000000000514e-04 7.503365000000000115e-06 7.040394000000000435e-07 7.882937999999999707e-04 2.518266999999999923e-04 2.877694000000000167e-05
5.823290000000000280e-04 7.509694999999999934e-06 7.044384000000000460e-07 7.838192000000000119e-04 2.516783000000000193e-04 2.881888999999999878e-05
5.832660000000000362e-04 7.529988999999999811e-06 7.060503000000000288e-07 7.820156999999999673e-04 2.519166999999999999e-04 2.891037999999999882e-05
5.842030000000000443e-04 7.546365999999999773e-06 7.073315999999999491e-07 7.795134000000000438e-04 2.520312999999999937e-04 2.897906999999999968e-05
5.851419999999999755e-04 7.564996999999999697e-06 7.087489999999999628e-07 7.783081999999999761e-04 2.522434999999999847e-04 2.906158999999999902e-05
5.860830000000000466e-04 7.594696000000000206e-06 7.107687000000000004e-07 7.776966000000000174e-04 2.527470999999999776e-04 2.917588999999999892e-05
5.870269999999999481e-04 7.623034000000000205e-06 7.128679000000000091e-07 7.790908000000000251e-04 2.533324000000000209e-04 2.927855000000000109e-05
5.879719999999999738e-04 7.650836999999999200e-06 7.151363999999999476e-07 7.790548000000000004e-04 2.539684000000000060e-04 2.937886999999999880e-05
5.889209999999999541e-04 7.686862000000000265e-06 7.181558000000000309e-07 7.810233000000000409e-04 2.548987999999999862e-04 2.949273999999999911e-05
5.898719999999999658e-04 7.707893000000000369e-06 7.201719999999999719e-07 7.812779000000000165e-04 2.555686000000000047e-04 2.954749000000000058e-05
5.908260000000000248e-04 7.728812000000000770e-06 7.224720999999999780e-07 7.821530999999999840e-04 2.563845000000000251e-04 2.960038000000000068e-05
5.917799999999999753e-04 7.745300000000000196e-06 7.241184999999999603e-07 7.808894999999999509e-04 2.570418000000000095e-04 2.963123000000000056e-05
5.927350000000000500e-04 7.758874000000000077e-06 7.254917000000000456e-07 7.794659000000000006e-04 2.577492000000000021e-04 2.963266999999999965e-05
5.936910000000000321e-04 7.769766000000000040e-06 7.265614999999999511e-07 7.760853000000000283e-04 2.584799000000000254e-04 2.962620999999999836e-05
5.946480000000000299e-04 7.785385000000000677e-06 7.278300000000000263e-07 7.732992000000000381e-04 2.594671000000000217e-04 2.962128999999999977e-05
5.956040000000000119e-04 7.796798000000000834e-06 7.287487999999999987e-07 7.685956999999999772e-04 2.604977000000000182e-04 2.959890999999999949e-05
5.965599999999999939e-04 7.798335000000000274e-06 7.285820999999999712e-07 7.625534000000000435e-04 2.612862999999999991e-04 2.954844999999999998e-05
5.975159999999999760e-04 7.805909000000000550e-06 7.286200000000000221e-07 7.554791000000000154e-04 2.621987000000000211e-04 2.952610999999999910e-05
5.984700000000000349e-04 7.813961000000000046e-06 7.289791000000000243e-07 7.489550000000000417e-04 2.633094999999999902e-04 2.951713999999999841e-05
5.994250000000000012e-04 7.818296000000000064e-06 7.289704000000000171e-07 7.410214000000000471e-04 2.643112999999999778e-04 2.951554000000000167e-05
6.003780000000000444e-04 7.820758999999999231e-06 7.286325000000000495e-07 7.336438000000000247e-04 2.652131999999999970e-04 2.952075000000000022e-05
6.013299999999999635e-04 7.826768999999999534e-06 7.283813999999999580e-07 7.257779999999999484e-04 2.661146000000000084e-04 2.954939000000000136e-05
6.022809999999999752e-04 7.823754999999999769e-06 7.273146000000000295e-07 7.181374000000000134e-04 2.666265000000000128e-04 2.955824000000000044e-05
6.032319999999999870e-04 7.834602999999999365e-06 7.275578999999999904e-07 7.118575999999999723e-04 2.674950000000000266e-04 2.963413000000000014e-05
6.041819999999999830e-04 7.835173000000000276e-06 7.270250999999999792e-07 7.061939000000000150e-04 2.679620000000000070e-04 2.967420999999999858e-05
6.051309999999999632e-04 7.836910000000000154e-06 7.267712000000000009e-07 7.004102000000000114e-04 2.682618999999999802e-04 2.973129000000000041e-05
6.060809999999999592e-04 7.848577999999999515e-06 7.273226000000000386e-07 6.969924999999999645e-04 2.687186000000000262e-04 2.982373999999999984e-05
6.070309999999999552e-04 7.858172999999999886e-06 7.279816000000000182e-07 6.931422999999999925e-04 2.690783999999999884e-04 2.990567999999999926e-05
